Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Gaiax,Gaiax is a startup studio that focuses on social media and the sharing economy to connect people to solve social issues.,https://www.crunchbase.com/organization/gaiax-japan,,1
DART Ventures,DART Ventures is an early stage VC for European climate and health tech startups thriving on the US market.,https://www.crunchbase.com/organization/dart-17,,1
RockTree Capital,Merchant bank working across the two largest blockchain capital markets of North America and Greater China.,https://www.crunchbase.com/organization/rocktree-capital,,1
Session.vc,At session.vc we back early-stage companies in the Software and Consumer space.,https://www.crunchbase.com/organization/spark-invest,,0
YBB Foundation,YBB Foundation is a group of tech fans and early investors in crypto.,https://www.crunchbase.com/organization/ybb-foundation,,1
Eclosion SA,Eclosion assists entrepreneurs with the necessary resources to bridge the gap between their laboratories and the stage where the start-up,https://www.crunchbase.com/organization/eclosion-sa,,0
Ellipti,Ellipti is an ecosystem builder for blockchain companies to navigate the market pursuing excellence with right strategy and implementations.,https://www.crunchbase.com/organization/ellipti,,1
Shift4Good,Shift4Good is a venture capital firm backing the startups decarbonizing the transportation industry.,https://www.crunchbase.com/organization/shift4good,,1
Bruker,"Bruker is a manufacturer of analytical and medical instruments covering NMR, ESR, FT-IR, X-RAY spectroscopy.",https://www.crunchbase.com/organization/bruker,,1
Generative Ventures,Generative Ventures is a venture capital firm that focuses on investments in AI machine economies on decentralized financial networks.,https://www.crunchbase.com/organization/generative-ventures,,1
BlueOcean Ventures,"BlueOcean Ventures SA provides capital, operational, and company development advisory support to their customers.",https://www.crunchbase.com/organization/blueocean-ventures,,0
dPixel,dPixel is a venture capital advisor and management consulting firm that finances early stage internet companies.,https://www.crunchbase.com/organization/dpixel,,0
GTA Ventures,GTA Ventures will provide marketing solutions helping projects to expand their reach Viet Nam market,https://www.crunchbase.com/organization/gma-ventures,,0
Node Capital,Node Capital is a cryptocurrency fund backing the builders of the distributed economy.,https://www.crunchbase.com/organization/node-capital-c83d,,1
Amazon Industrial Innovation Fund,AIIF is a $1 billion corporate venture capital fund that supports emerging technology companies through direct investments.,https://www.crunchbase.com/organization/amazon-industrial-innovation-fund,,0
Founderful Campus,Founderful Campus aims to educate students and support entrepreneurs to disrupt the startup culture on campuses.,https://www.crunchbase.com/organization/wingman-campus-fund,,0
RH Capital,RH Capital is an impact-first venture capital firm that invests in early-stage startups.,https://www.crunchbase.com/organization/rh-capital,,0
Z5 Capital,Z5 Capital is a venture capital firm that invests in early-stage enterprise companies.,https://www.crunchbase.com/organization/z5-capital,,0
DEXT Force Ventures,DEXT Force Ventures is an investment arm of DEXTools.io,https://www.crunchbase.com/organization/dext-force-ventures,,0
Skyviews Life Science,Skyviews Life Science is a privately held advisory company specializing in personalized health.,https://www.crunchbase.com/organization/skyviews-life-science,,1
cFund,cFund is an early-stage sector agnostic venture firm in the Blockchain industry.,https://www.crunchbase.com/organization/cfund,,1
Bernina BioInvest,Bernina BioInvest is an investment Firm.,https://www.crunchbase.com/organization/bernina-bioinvest,,0
ACE Investment Partners Ltd.,ACE Investment Partner is a Geneva based investor with a focus on early & venture opportunities.,https://www.crunchbase.com/organization/ace-investment-partner,,0
COINS GROUP,Global Capital & Marketing Resources for Blockchain Ventures,https://www.crunchbase.com/organization/coinsgroup,,1
ChainFunder,Chainfunder is a pioneer venture capital firm which focuses on investing in blockchain enabled companies.,https://www.crunchbase.com/organization/chainfunder,,1
LabCorp Venture Fund,LabCorp Venture Fund invests in early stage private companies operating in current or strategically adjacent spaces.,https://www.crunchbase.com/organization/labcorp-venture-fund,,0
Sparrow Ventures,Sparrow Ventures are a Zurich-based Venture Builder and Growth Equity Investor.,https://www.crunchbase.com/organization/sparrow-ventures,,0
Rhia Ventures,Rhia Ventures invests in reproductive healthcare solutions that empower women.,https://www.crunchbase.com/organization/rhia-ventures,,1
Zühlke Ventures AG,Zühlke Ventures AG support high-tech start-ups from early stage to exit.,https://www.crunchbase.com/organization/zuhlke-ventures-ag,,0
zkValidator,zkValidator provides cryptography research across a range of blockchains.,https://www.crunchbase.com/organization/zkvalidator,,1
Syntax Capital,"Syntax Capital is a multi-strategy investment firm specializing in digital assets, with a focus on liquid and early-stage venture.",https://www.crunchbase.com/organization/syntax-capital,,0
ARKN Ventures,ARKN Ventures is a research-focused blockchain advisory service.,https://www.crunchbase.com/organization/arkn-ventures,,1
Hammer Team,Hammer Team supports software companies during their startup and growth phase.,https://www.crunchbase.com/organization/hammer-team,,0
Capital Lab Ventures,Capital Lab is a venture capital platform focused on early stage deep & frontier tech investments in global markets.,https://www.crunchbase.com/organization/capital-lab-investments,,0
GFS Ventures,GFS Ventures is an investment firm.,https://www.crunchbase.com/organization/gfs-ventures,,0
Goldcorp,"Goldcorp is one of the world’s fastest growing senior gold producers, with operations and development projects located in safe.",https://www.crunchbase.com/organization/goldcorp,,0
Innovationsstiftung der SZKB,We are an early-stage venture capital investor focussing on B2B software and consumer tech startups in Switzerland,https://www.crunchbase.com/organization/innovationsstiftung-der-schwyzer-kantonalbank,,0
Bitrise Capital,Bitrise Capital is a venture capital in blockchain investment.,https://www.crunchbase.com/organization/bitrise-capital,,1
Supermoon Capital,Commercializing innovation in the sleep market.,https://www.crunchbase.com/organization/supermoon-capital,,1
QBIT Capital,QBIT Capital is an early-stage venture capital firm.,https://www.crunchbase.com/organization/qbit-capital,,0
EXTOREL,"EXTOREL is focus on equity engagements in the areas of ICT, software, laser technology, electrotechnology, automation.",https://www.crunchbase.com/organization/extorel,,0
Coral,Coral is a Liquid Digital Asset & Venture Capital Alpha Strategies.,https://www.crunchbase.com/organization/coral-defi,,0
FUND FOR SUSTAINABILITY AND ENERGY (F4SE),VC fund registered in Singapore and focused on investing in disruptive sustainability and energy-efficient technologies.,https://www.crunchbase.com/organization/fund-for-sustainability-and-energy-fund4se,,1
Primeblock Ventures,"Primeblock ventures is a diversified investment firm dedicated to the digital asset, cryptocurrency and blockchain technology industry.",https://www.crunchbase.com/organization/primeblock-ventures,,1
Seldor Capital,Venture Capital firm based out of New York City that invests in U.S. startups working with space technologies and their applications.,https://www.crunchbase.com/organization/seldor-capital,,0
ASTARA Innovation & Venture Lab (formerly B4Motion),"As mobility specialists, we also invest in European and South American startups and build intelligent solutions and new brand services",https://www.crunchbase.com/organization/b4motion,,0
ego death capital,We are a transformative bitcoin ecosystem venture fund investing in bitcoin layer 3 projects.,https://www.crunchbase.com/organization/ego-death-capital,,1
Reverie,Reverie is an advisory and investment firm focused on crafting generational companies and protocols.,https://www.crunchbase.com/organization/reverie-41ce,,0
GETTY,GETTY backs era-defining engineering and applied math — from inception to pre-IPO.,https://www.crunchbase.com/organization/getty,,0
TI Ventures,TI Ventures operates as an investment arm of Texas Instruments Inc. specializing in early stage and startup investments. The firm prefers,https://www.crunchbase.com/organization/ti-ventures,,0
Startfeld,Startfeld is a non-profit association with a philanthropic goal setting to support start-ups and innovation in the St.GallenBodenseeArea.,https://www.crunchbase.com/organization/startfeld,,0
Bulba Ventures,Bulba Ventures is a Belarus-based startup investment company that empowers machine learning startups.,https://www.crunchbase.com/organization/bulba-ventures,,1
BaseLaunch,The BaseLaunch accelerator is tailored to the needs of healthcare startups.,https://www.crunchbase.com/organization/baselaunch,,1
Futurecraft Ventures,"Team of serial entrepreneurs who bring together Fintech, AR/VR, and crypto that change the future.",https://www.crunchbase.com/organization/futurecraft-ventures,,1
NEM Ventures,NEM Ventures is the venture capital and investments arm of the NEM blockchain ecosystem.,https://www.crunchbase.com/organization/nem-ventures,,1
Constructive Venture Fund,The Constructive Venture Fund invests in seed & early-stage startups in the construction & real estate industry,https://www.crunchbase.com/organization/swiss-immo-lab,,1
Aglaia BioMedical Ventures,Aglaia is founded on the principle that the willingness to take risks on the very early stage ventures of today results in opportunities,https://www.crunchbase.com/organization/aglaia-biomedical-ventures,,0
Goldfish Fund,Goldfish Fund is a premier provider of seed and early stage venture capital in Frontier Markets.,https://www.crunchbase.com/organization/goldfish-fund,,0
Illusionist Group,Illusionist Group invests in technical teams having robust and innovative projects to grow a larger and stronger blockchain ecosystem.,https://www.crunchbase.com/organization/illusionist-group,,1
Velocity Ventures,Venture capital firm with a unique focus on the Travel & Hospitality sector in Southeast Asia,https://www.crunchbase.com/organization/velocity-ventures,,1
SPiCE VC,SPiCE is the first fully compliant (regulation wise) liquid venture capital fund.,https://www.crunchbase.com/organization/spice-vc,,0
Radius Capital,Radius Capital is an investor in enabling technologies at the intersection of software and data with physical-world mobility systems.,https://www.crunchbase.com/organization/radius-capital,,1
Petri,Co-founded with iconic bio entrepreneurs to fund formation-stage bioengineering companies.,https://www.crunchbase.com/organization/petri-bio,,1
Swiss Startup Group,"Swiss Startup Group is a venture platform for scouting, building, accelerating, and investing in the most promising startups.",https://www.crunchbase.com/organization/swiss-startup-group,,0
Fongit Seed Invest,Fongit Seed Invest (FSI) is the leading Seed Money Fund of Switzerland for young technology companies. It provides smart seed capital.,https://www.crunchbase.com/organization/fongit-seedinvest,,0
SAF Venture,Saf Venture is a private investment firm that expertise to improve cellular app and ecommerce market research.,https://www.crunchbase.com/organization/saf-financial,,1
Mindspring Capital,We empower technology entrepreneurs in the sports industry.,https://www.crunchbase.com/organization/mindspring-capital,,1
PurposeBuilt Ventures,PurposeBuilt Ventures is an investment firm.,https://www.crunchbase.com/organization/purposebuilt-ventures,,0
Kraynos Capital,Kraynos Capital is an investment firm.,https://www.crunchbase.com/organization/kraynos-capital,,0
Aare Ventures,Aare Ventures is an active business angel community that provides financing for early stage startups from the Bern Mittelland region.,https://www.crunchbase.com/organization/aare-ventures,,0
Muhabbit Capital Ventures,"Muhabbit Capital Ventures is research-driven private venture capital, incubating and investing in early-stage diverse cryptocurrency.",https://www.crunchbase.com/organization/muhabbit-capital-ventures,,1
Safer Made,Safer Made invests in companies that remove or reduce the use of hamful chemicals in products or manufacturing processes.,https://www.crunchbase.com/organization/safer-made,,1
Creadd Ventures,"Venture Capital fund investing in Biomedical, DeepTech and SaaS early-growth companies based in Switzerland and Europe",https://www.crunchbase.com/organization/creadd-ventures,,1
Halo Capital,Halo Capital is a research and data-driven investment firm focused on the pillars of the digital asset economy.,https://www.crunchbase.com/organization/halo-capital-436e,,1
Staking Facilities,Staking Facilities provides non-custodial staking services for public proof-of-stake blockchains.,https://www.crunchbase.com/organization/staking-facilities,,1
Alphemy Capital,Alphemy Capital is a portfolio management firm that manages blockchain-based digital assets.,https://www.crunchbase.com/organization/alphemy-capital-fund,,1
Xcel Next Ventures,Xcel Next Ventures is an early stage venture capital firm.,https://www.crunchbase.com/organization/xcel-next-ventures,,0
AllerFund,AllerFund is a venture capital firm.,https://www.crunchbase.com/organization/allerfund,,0
Blufolio,Blufolio is a blockchain and venture capital firm.,https://www.crunchbase.com/organization/blufolio,,1
Bigcoin Capital,Bigcoin Capital is an investment firm.,https://www.crunchbase.com/organization/bigcoin-capital,,0
daFUND,daFUND is a venture capital fund which invest in early stages propelled by software.,https://www.crunchbase.com/organization/dafund,,0
Hailstone Ventures,Hailstone Ventures is a venture capital firm.,https://www.crunchbase.com/organization/hailstone-ventures,,0
Cardinal Capital,"Blockchain, Cryptocurrency, Fintech",https://www.crunchbase.com/organization/cardinal-capital,,1
Renaissance,Renaissance is an investment foundation for pension funds investing in small and medium-sized enterprises.,https://www.crunchbase.com/organization/renaissance-pme-foundation,,0
Credit Suisse Entrepreneur Capital,Credit Suisse Entrepreneur Capital is a Investment Banking Company.,https://www.crunchbase.com/organization/credit-suisse-entrepreneur-capital,,0
Archblock,Building the world’s most transparent and efficient asset management platform.,https://www.crunchbase.com/organization/trusttoken,,0
Becker Ventures,"Becker Ventures is a Web3 accelerator and venture capital firm that supports infrastructure, artificial intelligence, and technology.",https://www.crunchbase.com/organization/becker-ventures-1a17,,0
KXVC,"KXVC aims to nurture the massive adoption pathway of ""AI"" and ""Web3.0"" technologies by leveraging strongholds in Southeast Asia.",https://www.crunchbase.com/organization/kasikorn-x,,1
4See Ventures,4see ventures is a Swiss venture capital firm investing in exceptional entrepreneurs who are defining the future.,https://www.crunchbase.com/organization/4see-ventures,,0
Indigo Capital Partners,Indigo Capital Partners is a VC fund focused on sports tech,https://www.crunchbase.com/organization/indigo-capital-partners,,1
Sarona Partners,"We invest and scale-up extraordinary founders, across B2B, B2E, B2D and B2SMB sectors.",https://www.crunchbase.com/organization/sarona-partners,,0
EXA Ventures,"EXA Ventures is a venture capital investment firm specializing in IT, semiconductors, communications, multimedia",https://www.crunchbase.com/organization/exa-ventures,,0
Ausvic Capital,"Ausvic Capital is a investment firm in biotechnology, digital economy, and AI+ cloud computing",https://www.crunchbase.com/organization/ausvic-capital,,0
Token Ventures,Token Ventures invest into coins and tokens as well as into HW infrastructure.,https://www.crunchbase.com/organization/token-ventures,,1
Brainforest,Brainforest is an impact venture studio focused on forests and climate change.,https://www.crunchbase.com/organization/brainforest-fc73,,1
EVA Basel,EVA is sparring partner for new entrepreneurs in the Life Sciences with planned base in north-western Switzerland.,https://www.crunchbase.com/organization/eva-basel,,1
CLoud4Auto Ventures,The Cloud4Auto Ventures was created in 2012 for investments into prospective IT startups in the automotive industry.,https://www.crunchbase.com/organization/cloud4auto-ventures,,1
Tenderloin Ventures,"Tenderloin Ventures is a seed stage venture capital fund with a focus on high growth companies in the tech, e-commerce, and software space.",https://www.crunchbase.com/organization/tenderloin-ventures,,0
AP Capital,"Hedge Funds, VC, Fintech",https://www.crunchbase.com/organization/ap-capital-management-hong-kong-limited,,0
GTT Strategic Ventures,GTT Strategic Ventures is a venture capital arm of GTT Group.,https://www.crunchbase.com/organization/gtt-strategic-ventures,,0
Helsana HealthInvest,"A subsidiary of Swiss health insurance Helsana, our goal is to improve efficiency and the provision of care in the Swiss healthcare system.",https://www.crunchbase.com/organization/helsana-2af6,,1
Signal Ventures,Signal Ventures is an investment firm specializing in emerging cryptocurrencies and early stage blockchain startup.,https://www.crunchbase.com/organization/signal-ventures-0a2d,,1
Kiilto Ventures,Kiilto Ventures is a venture capital firm focuses on early-stage starups.,https://www.crunchbase.com/organization/kiilto-ventures-bf3d,,0
Mica Ventures,Mica Ventures is a venture capital firm.,https://www.crunchbase.com/organization/mica-ventures,,0
Zen11 Holdings,Zen11 Holdings operates as an investment firm.,https://www.crunchbase.com/organization/zen11-holdings,,0
Inflection Capital,Inflection Capital is a venture capital firm that invests in the open economy's undiscovered frontiers.,https://www.crunchbase.com/organization/inflection-capital,,1
TWIN CAPITAL ASSET MANAGEMENT,"Fintech, Payment, Blockchain, Real Estate, BioTech, Agriculture, Education",https://www.crunchbase.com/organization/twin-capital-asset-management,,1
Meteorite Labs,"Meteorite Labs in venture and liquid opportunities within the blockchain sector through intensive research, investigation.",https://www.crunchbase.com/organization/meteorite-labs,,1
GreenHornsCapital,GreenHorns Capital supports blockchain projects that innovative ideas and technologies in the early stage by making long-term investments.,https://www.crunchbase.com/organization/greenhornscapital,,1
Nexo Ventures,Nexo Ventures backs the early-stage crypto projects building the Web3 and its decentralized infrastructure.,https://www.crunchbase.com/organization/nexo-ventures,,1
HILTI,"HILTI makes construction work simpler, faster, and safer. We design, manufacture, and sell tools and fastening solutions worldwide.",https://www.crunchbase.com/organization/hilti,,0
Truffle Ventures,Truffle Ventures is a crypto and web3 venture capital fund in its early stages.,https://www.crunchbase.com/organization/truffle-ventures-d9c6,,1
Atrinum. | Ventures,Atrinum. | Ventures is a Swiss Micro VC company that provides investment and consulting services for early and middle market companies.,https://www.crunchbase.com/organization/atrinum-ventures-ag,,0
Forty51 Ventures,Forty51 Ventures is the Biotech Venture Capital.,https://www.crunchbase.com/organization/forty51-ventures,,1
MDL Investments,"MDL Investments is a Chicago-based family office with investments in real estate, public securities, private equity, and venture companies",https://www.crunchbase.com/organization/mdl-investments,,0
CRT Labs,CRT Labs focuses on aggregating quantitative blockchain research for the masses.,https://www.crunchbase.com/organization/crt-labs,,1
Distributed Capital Partners,"Distributed Capital Partners manages a portfolio of early-stage blockchain and distributed software companies, and protocol tokens.",https://www.crunchbase.com/organization/distributed-capital-partners-cd36,,1
Galileo,Galileo is an early-stage crypto venture firm.,https://www.crunchbase.com/organization/galileo-06f7,,1
FRIBA Investment,A German Single Family Office,https://www.crunchbase.com/organization/friba-investment,,0
PCS Holding,PCS Holding is an investment company that supports the development of its portfolio companies.,https://www.crunchbase.com/organization/pcs-holding-ag,,0
DIventures,DIventures is a venture capital firm focused on accelerating FinTech and RegTech innovations and trends.,https://www.crunchbase.com/organization/diventures,,1
Business Angels Club Aargau,"Business Angels Club Aargau mediates between innovative start-up companies and its members (business angels, private investors).",https://www.crunchbase.com/organization/business-angels-club-aargau,,0
Anker Capital,"Anker Capita is a dynamic, ambitious firm that offers services in the area of corporate finance.",https://www.crunchbase.com/organization/anker-capital-e138,,0
BreakOrbit,"BreakOrbit is a venture capital firm that invests in disruptive crypto, Web3 companies, and protocols.",https://www.crunchbase.com/organization/breakorbit,,1
VII Ventures,VII Ventures is a stage agnostic venture capital group.,https://www.crunchbase.com/organization/vii-ventures,,0
East Chain Co.,East Chain Co. is an investment firm solely focused on blockchain technology applications and cryptocurrencies.,https://www.crunchbase.com/organization/east-chain-co,,1
Glock Ventures,Glock Ventures regardless of monetary funding also offer strategic resources.,https://www.crunchbase.com/organization/glock-ventures,,0
FTAG Ventures,"FTAG Ventures is a venture capital focused on financial technology, media, education and mobile start-ups.",https://www.crunchbase.com/organization/ftag-ventures,,0
TsingTing Capital,TsingTing Capital is a venture capital firm.,https://www.crunchbase.com/organization/tsingting-capital,,0
Fifth Quarter Ventures,5Q is an early-stage venture capital firm that invests in Western Balkan startups.,https://www.crunchbase.com/organization/fifth-quarter-ventures-f1d1,,0
Matrix Capital,"Independent investment firm focused on venture capital, investment banking and asset management",https://www.crunchbase.com/organization/matrix-capital-9f30,,0
AtmosClear Investments,Private equity and venture capital group focused on sustainable infrastructure and clean-tech venture capital.,https://www.crunchbase.com/organization/atmosclear-investments,,1
ICIG Ventures,ICIG Ventures is the venture capital arm of the International Chemical Investors Group.,https://www.crunchbase.com/organization/icig-ventures,,0
Metamatic Group,"Metamatic is an early-stage venture capital fund, investing in consumer-Web3 companies and innovative blockchain start-ups.",https://www.crunchbase.com/organization/metamatic-group,,1
exelixis capital,exelixis capital operates as an investment firm.,https://www.crunchbase.com/organization/exelixis-capital,,0
CR Ventures,"CR Ventures is a global life-science investor with a focus on pharmaceutical, diagnostic, and other medical technology clinical trials.",https://www.crunchbase.com/organization/cr-ventures,,1
Velux Foundation,Velux Foundation supports non-profit organizations in carrying out projects that fulfill unmet needs in vital areas of society.,https://www.crunchbase.com/organization/velux-foundation,,0
21Celsius Ventures,"21Celsius Ventures is an investment company based in Zug, Switzerland led by independent, lateral thinkers.",https://www.crunchbase.com/organization/21celsius-ventures,,0
Underground Ventures,Underground Ventures is an investment company that provides venture capital for geothermal energy technology companies.,https://www.crunchbase.com/organization/underground-ventures,,1
Staked.vc,Staked.vc is a venture capital firm,https://www.crunchbase.com/organization/staked-vc,,0
O-DE Capital Partners,'Web 2.5' investment venture capital,https://www.crunchbase.com/organization/o-de-capital-partners,,0
Citizen Capital,"Citizen Capital is advising, investing and consulting in web3.",https://www.crunchbase.com/organization/citizen-capital-f393,,1
Swiss Startup Capital,Swiss Startup Capital is the investment arm of the Swiss Startup Group.,https://www.crunchbase.com/organization/swiss-startup-capital,,0
Xponova,Xponova is a venture capital firm that invests in seed-stage companies and helps them grow into industry leaders.,https://www.crunchbase.com/organization/xponova,,0
PTK Capital,"PTK Capital invests in businesses that benefit the human condition in the areas of entertainment, wellness, and their intersection.",https://www.crunchbase.com/organization/ptk-capital,,1
Galileo,Galileo is a venture capital investment firm.,https://www.crunchbase.com/organization/galileo-1aa2,,0
Cytiholding,Cytiholding is an investment group managed by Michel Delloye with a focus on private equity.,https://www.crunchbase.com/organization/cyti-holding,,0
ACME,ACME is an Investment firm.,https://www.crunchbase.com/organization/acme-58bf,,0
MonkeVentures,MonkeVentures is a venture capital firm.,https://www.crunchbase.com/organization/monkeventures,,0
Network Capital Holding AG,Network Capital Holding is the private investment firm of Peter Ohnemus.,https://www.crunchbase.com/organization/network-capital-holding-ag,,0
MobileMan Ventures,Investment arm of MobileMan in transformative value mechanics,https://www.crunchbase.com/organization/mobileman-ventures,,0
WeBuild Ventures,"WeBuild Ventures creates technology ventures that engages in insurance, financial services, and real estate.",https://www.crunchbase.com/organization/webuild-ventures,,1
Sparkalis,Sparkalis is a newly created corporate venture arm of the PURATOS GROUP.,https://www.crunchbase.com/organization/sparkalis,,0
Zest,Zest aims to drive innovation ecosystem growth through technology and digital transformation.,https://www.crunchbase.com/organization/zest-d9b3,,0
Tacans,Tacans is a web 3.0 venture builder under the software industry.,https://www.crunchbase.com/organization/tacans,,0
Angelic Ventures,Angelic Ventures is a venture capital firm that serves customers in the United States.,https://www.crunchbase.com/organization/angelic-ventures-lp,,0
Romande Energie Cooperate Venture Capital,Romande Energie Cooperate Venture Capital is an investment firm.,https://www.crunchbase.com/organization/romande-energie-cooperate-venture-capital,,0
Palmarium,"Family office and investor with focus on alternative investments including private equity, venture capital and real estate.",https://www.crunchbase.com/organization/palmarium,,0
Joyned Capital,Joyned Capital is an investment firm.,https://www.crunchbase.com/organization/joyned-capital,,0
Genferberg Capital,Institutional Investor,https://www.crunchbase.com/organization/genferberg-capital,,0
Brothers Ventures,Brothers Ventures is an investment company.,https://www.crunchbase.com/organization/brother-ventures,,0
Big Candle Capital,Big Candle Capital is a crypto venture capital investment firm that invests in blockchain companies.,https://www.crunchbase.com/organization/big-candle-capital,,1
Chainfir Capital,Chainfir Capital is a blockchain focused venture capital institution.,https://www.crunchbase.com/organization/chainfir-capital,,1
Fork Ventures,Fork Ventures is an investor in decentralised networks and digital assets.,https://www.crunchbase.com/organization/fork-ventures,,1
Tupix Capital,Tupix Capital is the venture capital fund that invests in early-stage blockchain projects.,https://www.crunchbase.com/organization/tupix-capital,,1
Block54,Block54 is a web3 investment fund.,https://www.crunchbase.com/organization/block54,,1
The Pontinova Circle,Pontinova’s mission is to create and to realize outstanding and value-driven solutions which really matter. We build new bridges.,https://www.crunchbase.com/organization/the-pontinova-circle,,0
Bloomsbury Natural Capital,Bloomsbury Natural Capital invests in firms that manage natural systems in a sustainable or regenerative manner.,https://www.crunchbase.com/organization/bloomsbury-natural-capital,,1
AquilaDirekt,Independent platform for direct investments in private companies.,https://www.crunchbase.com/organization/aquiladirekt,,0
1PAR Research,1PAR Research is a blockchain and Web3-focused early-stage research and investment firm.,https://www.crunchbase.com/organization/1par-research,,1
Magility Ventures,Magility Ventures multi-level business angel and venture capital platform.,https://www.crunchbase.com/organization/magility-ventures,,0
Maffin Inc.,Maffin Inc. is an investment firm.,https://www.crunchbase.com/organization/maffin-inc,,0
KodaDot,KodaDot is go to Polkadot NFT Marketplace,https://www.crunchbase.com/organization/kodadot,,0
Evercurious VC,Early stage deep-tech VC firm,https://www.crunchbase.com/organization/evercurious-vc,,1
Agroecology Capital,"Next-gen. proteins, biological solutions, plant health & nutrition, seed technology & genetics, next gen. farming, Precision Ag, Food safety",https://www.crunchbase.com/organization/agroecology-capital,,1
Virtus: Energy AGI,Virtus is building Energy Artificial General Intelligence (Energy AGI) to automatically and autonomously supply the world with energy.,https://www.crunchbase.com/organization/virtus-resources-partners,,1
Dfinity Beacon Fund,"Dfinity Beacon Fund is an investment fund focused on sourcing, evaluating, and supporting world-class applications and services.",https://www.crunchbase.com/organization/dfinity-beacon-fund,,0
Constructor Start,Constructor Start is a startup ecosystem where science & tech professionals collaborate on innovative business ideas.,https://www.crunchbase.com/organization/constructor-start,,0
Chiron Capital Partners,"Investor, Fund, Venture Capital, Consulting, Business Development, Fundraising, Direct Investment, Family Office, Private Equity",https://www.crunchbase.com/organization/chiron-capital-partners,,0
innofund.vc,SZKB Innovation Foundation is a venture capital investor that invests in young technology companies.,https://www.crunchbase.com/organization/innofund-vc,,0
FiveT Capital AG,FiveT Capital is an independent asset manager specialising in equity linked fund products and tailored hedging solutions.,https://www.crunchbase.com/organization/fivet-capital-ag,,0
LangLeven Group,LangLeven is a private Venture Capital portfolio company.,https://www.crunchbase.com/organization/langleven-group,,0
Interpares AG,"As a Swiss investment company, Interpares AG promotes innovation and digitalisation and supports start-ups as well as established companies.",https://www.crunchbase.com/organization/interpares-ag,,0
Ground Capital,Ground Capital is an early-stage Venture Capital firm.,https://www.crunchbase.com/organization/ground-capital,,0
buildify.earth,buildify.earth focuses on circular economy and clean technology.,https://www.crunchbase.com/organization/buildify-earth,,1
Winti Ventures,Winti Ventures is an investment firm that invest in startups.,https://www.crunchbase.com/organization/winti-ventures,,0
ADM Partners,ADM Partners is an investment firm.,https://www.crunchbase.com/organization/adm-partners,,0
GMI Capital,GMI Capital provides customized debt financing and advisory services to small technology enterprises.,https://www.crunchbase.com/organization/gmi-capital,,0
Athabasca Capital,Athabasca Capital is a thesis-driven investment business dedicated to assisting exceptional Web3 firms.,https://www.crunchbase.com/organization/athabasca-capital,,1
Bainso AG,Bainso AG is an independent trusted advisor.,https://www.crunchbase.com/organization/bainso-ag,,0
Key Capital,Key Capital They Are An Operationally Biased Team Looking To Support Early Stage Enterprise Technology Companies.,https://www.crunchbase.com/organization/key-capital-2,,0
Parabolic,Parabolic is a venture design studio.,https://www.crunchbase.com/organization/parabolic-55f5,,0
Gigahertz Ventures,Gigahertz Ventures GmbH is a Dresden-based business angel syndicate. We provide smart capital to technology-based founders and start-ups.,https://www.crunchbase.com/organization/gigahertz-ventures,,0
BancroftX,Venture Capital Fund,https://www.crunchbase.com/organization/bancroftx,,0
WieInvest,WieInvest is an investment firm.,https://www.crunchbase.com/organization/wieinvest,,0
Ideo Ventures,IDEO invests in creators and firms who want to create a collaborative future.,https://www.crunchbase.com/organization/ideo-ventures,,0
AuraBlock Ventures,AuraBlock Ventures is a crypto-asset fund that aims to accelerate the future of Blockchain technology.,https://www.crunchbase.com/organization/aurablock-ventures,,1
Kretos Ventures,Kretos Ventures is a pioneer in incubating early stage blockchain and cryptocurrency projects in Vietnam.,https://www.crunchbase.com/organization/kretos-ventures,,1
BlocTech Investment Group,"BlocTech Investment Group offers funds, investments, and incubation for new tech such as blockchain and Web3.",https://www.crunchbase.com/organization/bloctech-investment-group,,1
Kurrant Ventures,Kurrant Ventures is an Investment firm.,https://www.crunchbase.com/organization/kurrant-ventures,,0
Wattin SA,Private Equity and Advisory,https://www.crunchbase.com/organization/wattin-sa,,0
Strowlers Ventures,"Strowlers Ventures is a venture capital firm that invests in fashion, networking, health, and business services sectors.",https://www.crunchbase.com/organization/strowlers-ventures,,0
Eru Ventures,Eru Ventures is a venture capital firm.,https://www.crunchbase.com/organization/eru-ventures,,0
Ola & Company,"Tech, real estate and oil investors",https://www.crunchbase.com/organization/ola-company,,0
Nextpatron,"Nextpatron is a venture capital firm that offers guidance, practical due diligence, and favorable terms for entrepreneurs.",https://www.crunchbase.com/organization/nextpatron,,0
Balgrist Beteiligungs AG,Investition in die Zukunft. Vom Patientenbedürfnis zum Patientennutzen.,https://www.crunchbase.com/organization/balgrist-beteiligungs-ag,,0
BlockUnify,BlockUnify invests in cyrptocurrency companies.,https://www.crunchbase.com/organization/blockunify,,1
Castor Ventures,Castor Ventures is an investment firm.,https://www.crunchbase.com/organization/castor-ventures,,0
Evolution VC Partners,Evolution VC Partners is a venture capital firm.,https://www.crunchbase.com/organization/evolution-corporate-advisors-2,,0
Gilde Healthcare,Gilde Healthcare is a healthcare investor that does lower mid-market buyouts and later stage venture.,https://www.crunchbase.com/organization/gilde-healthcare-partners,,0
Builders VC,Builders VC is an early-stage VC focused on investing where technology meets new business models to modernize antiquated industries.,https://www.crunchbase.com/organization/builders,,0
